sentence_id,question,Keziah,Kathryn,Karim,Keziah reason,Kathryn reason,Karim reason,article_id,model,dataset,human_salience
4,What contributes to the resilience of the Hong Kong banking sector?,2.0,2,2,sentence 4 states the bank has strong capital and liquidity positions,This question is good for understanding why the Hong Kong banking sector is reliable.,"Sentence 2 follows it up with ""strong capital and liquidity positions""",11,gpt4,diversesumm,2.0
4,How is the 'strong capital' of the Hong Kong banking sector determined and measured?,4.0,4,4,explains what determines this strong capital,This question is good for understanding how reliable this prediction is.,"Expands on information introduced related to main topic, HKMA",11,gpt4,diversesumm,4.0
4,What is meant by 'liquidity positions' and how are they maintained in the Hong Kong banking sector?,5.0,4,4,defines an economic term,This question is good for understanding how liquidity positions are related to the article.,"Expands on information introduced related to main topic, HKMA, (pretty sure liquidity positions is a basic term in economics)",11,gpt4,diversesumm,4.333333333333333
4,In what ways does the Hong Kong banking sector use its strong capital and liquidity positions to face financial shocks or crises?,4.0,5,4,explains the importance of Hong Kong's strong banking sector,This question is good for understanding why strong capital and liquidity positions are mentioned in the article.,"Explains how introduced terms are significant, goes a bit into expansion/defining",11,gpt4,diversesumm,4.333333333333333
4,Are there any specific policies or strategies that the Hong Kong banking sector has implemented to ensure its resilience and maintain strong capital and liquidity positions?,4.0,4,4,explains what Hong Kong's banking sector has done to prepare for potential hardships,This question is good for contextualizing the Hong Kong banking sector's resilience.,Expands on info related to main topic,11,gpt4,diversesumm,4.0
7,Who are the specific Swiss authorities the HKMA and SFC will stay in touch with regarding the acquisition?,3.0,3,3,does not increase my personal understanding,This question isn't important to my understanding.,"Would not increase my understanding of article, details",11,gpt4,diversesumm,3.0
7,How will the HKMA and SFC monitor financial markets closely?,5.0,5,5,explains what the HKBA and SFC's roles are,This question is good for understanding what role HKMA and SFC will play in the acquisition.,"Clarifies information introduced, related to main topic",11,gpt4,diversesumm,5.0
7,What are the main instruments or methods used by HKMA and SFC to maintain close contact with Swiss authorities?,3.0,4,3,does not increase my personal understanding,This question is good for understanding how these groups will monitor the acquisition.,"Details, a bit off topic",11,gpt4,diversesumm,3.333333333333333
7,Will HKMA and SFC have a specific role or influence on this acquisition process?,2.0,2,2,sentence 7 states that they will closely monitor the financial markets,"This question is already answered in sentence 7, which explains that these groups will monitor the acquisition.",How main entities mentioned are related to the main topic,11,gpt4,diversesumm,2.0
7,Why is this close contact and monitoring by HKMA and SFC necessary and how it could potentially influence the takeover process?,4.0,5,5,asks about the effects of this monitoring,This question is good at understanding why a small scale acquisition requires such monitoring.,Explains information introduced in relation to main topic,11,gpt4,diversesumm,4.666666666666667
10,How will the takeover of Credit Suisse by UBS affect the account access of Credit Suisse customers?,2.0,2,2,answered by sentence 10,"This question is already answered in sentence 10, which explains that customers will have full access to their accounts.",Answered by sentence 10,11,gpt4,diversesumm,2.0
10,What measures are being taken to ensure uninterrupted access to accounts for Credit Suisse customers post-acquisition?,3.0,4,4,does not increase my personal understanding,This question is good for understanding how reliable this access is.,Expands on information introduced,11,gpt4,diversesumm,3.6666666666666665
10,Will the bank contracts with counterparties of Credit Suisse undergo any revisions or terminations due to the takeover by UBS?,2.0,2,2,answered by sentence 10,"This question is already answered in sentence 10, which explains that contracts will remain in force.","Answered by sentence 10, they will remain in force",11,gpt4,diversesumm,2.0
10,How are the authorities ensuring the enforcement of Credit Suisse's contracts with counterparties during the transition period?,4.0,4,4,explains what is being done to facilitate this process,This question is good for understanding how reliable these contracts are.,Expands on information introduced,11,gpt4,diversesumm,4.0
10,Are there specific contingency plans in place for any potential disruptions to Credit Suisse customer accounts during the acquisition process?,4.0,5,3,explains what is being done to facilitate this process,This question is good for understanding the risk to customers during the acquisition.,This seems too specific without any preamble leading up to the fact there could be 'disruptions',11,gpt4,diversesumm,4.0
13,Who are the officials from the US audit watchdog that will conduct inspections in Hong Kong?,3.0,3,3,does not increase my personal understanding,This question isn't important to my understanding.,"Details, names won't help my understanding",11,gpt4,diversesumm,3.0
